Timestamp;User_X;User_Y;User_Z;Obj_X;Obj_Y;Obj_Z;Rel_Dist
11,717;-3,2731;1,1176;-0,8770;0,0000;-615,2638;1,2000;616,3936
11,768;-3,2731;1,1176;-0,8770;0,0000;-621,8796;1,2000;623,0093
11,819;-3,2731;1,1176;-0,8770;0,0000;-626,3098;1,2000;627,4394
11,870;-3,2731;1,1176;-0,8770;0,0000;-632,9845;1,2000;634,1140
11,922;-3,2731;1,1176;-0,8770;0,0000;-639,6945;1,2000;640,8239
11,974;-3,2731;1,1176;-0,8770;0,0000;-644,1874;1,2000;645,3167
12,028;-3,2731;1,1176;-0,8770;0,0000;-650,9563;1,2000;652,0854
12,081;-3,2731;1,1176;-0,8770;0,0000;-657,7605;1,2000;658,8895
12,131;-3,2731;1,1176;-0,8770;0,0000;-662,3163;1,2000;663,4453
12,181;-3,2731;1,1176;-0,8770;0,0000;-669,1793;1,2000;670,3082
12,234;-3,2731;1,1176;-0,8770;0,0000;-673,7743;1,2000;674,9030
12,287;-3,2649;1,1176;-0,8737;0,0000;-680,6962;1,2000;681,8248
12,339;-3,2172;1,1176;-0,8544;0,0000;-685,3304;1,2000;686,4587
12,392;-3,1674;1,1176;-0,8346;0,0000;-692,3112;1,2000;693,4390
12,444;-3,1573;1,1176;-0,8601;0,0000;-699,3273;1,2000;700,4550
12,495;-3,1383;1,1176;-0,9081;0,0000;-704,0243;1,2000;705,1520
12,547;-3,1002;1,1176;-0,9480;0,0000;-711,0992;1,2000;712,2269
12,599;-3,0804;1,1176;-0,9970;0,0000;-715,8354;1,2000;716,9631
12,649;-3,0572;1,1176;-1,0415;0,0000;-722,9692;1,2000;724,0968
12,702;-3,0266;1,1176;-1,0833;0,0000;-730,1384;1,2000;731,2658
12,752;-2,9759;1,1176;-1,1026;0,0000;-734,9374;1,2000;736,0646
12,805;-2,9029;1,1176;-1,0909;0,0000;-742,1653;1,2000;743,2922
12,856;-2,8330;1,1176;-1,0713;0,0000;-747,0036;1,2000;748,1300
12,909;-2,7701;1,1176;-1,0631;0,0000;-754,2905;1,2000;755,4166
12,960;-2,7236;1,1176;-1,0864;0,0000;-761,6126;1,2000;762,7385
13,013;-2,6760;1,1176;-1,1097;0,0000;-766,5137;1,2000;767,6394
13,066;-2,6340;1,1176;-1,1428;0,0000;-773,8947;1,2000;775,0203
13,117;-2,6104;1,1176;-1,2115;0,0000;-778,8350;1,2000;779,9607
13,169;-2,5868;1,1176;-1,2799;0,0000;-786,2748;1,2000;787,4006
13,222;-2,6102;1,1176;-1,3280;0,0000;-793,7500;1,2000;794,8759
13,274;-2,5924;1,1176;-1,3952;0,0000;-798,7531;1,2000;799,8791
13,325;-2,5684;1,1176;-1,4628;0,0000;-806,2871;1,2000;807,4132
13,377;-2,5431;1,1176;-1,5304;0,0000;-811,3294;1,2000;812,4556
13,430;-2,5138;1,1176;-1,6008;0,0000;-818,9223;1,2000;820,0485
13,481;-2,4857;1,1176;-1,6676;0,0000;-826,5505;1,2000;827,6769
13,534;-2,4569;1,1176;-1,7362;0,0000;-831,6556;1,2000;832,7820
13,587;-2,4277;1,1176;-1,8054;0,0000;-839,3427;1,2000;840,4692
13,638;-2,3998;1,1176;-1,8720;0,0000;-844,4871;1,2000;845,6136
