Timestamp;Head_X;Head_Y;Head_Z;Head_RotX;Head_RotY;Head_RotZ;Hand_X;Hand_Y;Hand_Z;Hand_RotX;Hand_RotY;Hand_RotZ
9,724;-3,3757;1,1176;-0,9184;11,0000;68,1999;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
9,741;-3,3757;1,1176;-0,9184;11,0000;68,1999;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
9,765;-3,3757;1,1176;-0,9184;11,0000;68,1999;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
9,782;-3,3757;1,1176;-0,9184;11,0000;68,1999;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
9,804;-3,3757;1,1176;-0,9184;11,0000;68,1999;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
9,821;-3,3757;1,1176;-0,9184;11,0000;68,1999;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
9,844;-3,3757;1,1176;-0,9184;11,0000;68,1999;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
9,865;-3,3757;1,1176;-0,9184;11,0000;68,1999;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
9,881;-3,3757;1,1176;-0,9184;11,0000;68,1999;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
9,902;-3,3757;1,1176;-0,9184;11,0000;68,1999;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
9,925;-3,3757;1,1176;-0,9184;11,0000;68,1999;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
9,943;-3,3757;1,1176;-0,9184;11,0000;68,1999;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
9,965;-3,3757;1,1176;-0,9184;11,0000;68,1999;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
9,985;-3,3757;1,1176;-0,9184;11,0000;68,1999;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
10,001;-3,3757;1,1176;-0,9184;11,0000;68,1999;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
10,025;-3,3757;1,1176;-0,9184;11,0000;68,1999;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
10,048;-3,3757;1,1176;-0,9184;11,0000;68,1999;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
10,065;-3,3757;1,1176;-0,9184;11,0000;68,1999;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
10,082;-3,3757;1,1176;-0,9184;11,0000;68,1999;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
10,103;-3,3757;1,1176;-0,9184;11,0000;68,1999;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
10,125;-3,3757;1,1176;-0,9184;11,0000;68,1999;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
10,143;-3,3757;1,1176;-0,9184;11,0000;68,1999;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
10,162;-3,3757;1,1176;-0,9184;11,0000;68,1999;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
10,181;-3,3757;1,1176;-0,9184;11,0000;68,1999;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
10,202;-3,3757;1,1176;-0,9184;11,0000;68,1999;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
10,221;-3,3757;1,1176;-0,9184;11,0000;68,1999;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
10,246;-3,3757;1,1176;-0,9184;11,0000;68,1999;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
10,263;-3,3757;1,1176;-0,9184;11,0000;68,1999;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
10,282;-3,3757;1,1176;-0,9184;11,0000;68,1999;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
10,303;-3,3757;1,1176;-0,9184;11,0000;68,1999;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
10,323;-3,3757;1,1176;-0,9184;11,0000;68,1999;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
10,342;-3,3757;1,1176;-0,9184;11,0000;68,1999;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
10,361;-3,3757;1,1176;-0,9184;11,0000;68,1999;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
10,382;-3,3757;1,1176;-0,9184;11,0000;68,1999;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
10,404;-3,3757;1,1176;-0,9184;11,0000;68,1999;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
10,423;-3,3757;1,1176;-0,9184;11,0000;68,1999;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
10,442;-3,3757;1,1176;-0,9184;11,0000;68,1999;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
10,462;-3,3757;1,1176;-0,9184;11,0000;68,1999;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
10,481;-3,3757;1,1176;-0,9184;11,0000;68,1999;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
10,502;-3,3757;1,1176;-0,9184;11,0000;68,1999;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
10,524;-3,3757;1,1176;-0,9184;11,0000;68,1999;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
10,544;-3,3757;1,1176;-0,9184;11,0000;68,1999;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
10,562;-3,3757;1,1176;-0,9184;11,0000;68,1999;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
10,584;-3,3757;1,1176;-0,9184;11,0000;68,1999;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
10,601;-3,3757;1,1176;-0,9184;11,0000;68,1999;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
10,625;-3,3757;1,1176;-0,9184;11,0000;68,1999;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
10,642;-3,3757;1,1176;-0,9184;11,0000;68,1999;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
10,664;-3,3757;1,1176;-0,9184;11,0000;68,1999;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
10,688;-3,3757;1,1176;-0,9184;11,0000;68,1999;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
10,702;-3,3757;1,1176;-0,9184;10,6000;68,2000;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
10,723;-3,3757;1,1176;-0,9184;10,4000;68,0000;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
10,741;-3,3757;1,1176;-0,9184;10,4000;68,0000;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
10,761;-3,3757;1,1176;-0,9184;10,4000;68,0000;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
10,780;-3,3757;1,1176;-0,9184;10,4000;68,0000;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
10,801;-3,3757;1,1176;-0,9184;10,4000;68,0000;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
10,821;-3,3757;1,1176;-0,9184;10,4000;68,0000;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
10,841;-3,3757;1,1176;-0,9184;10,4000;68,0000;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
10,863;-3,3757;1,1176;-0,9184;10,4000;68,0000;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
10,882;-3,3757;1,1176;-0,9184;10,4000;68,0000;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
10,900;-3,3757;1,1176;-0,9184;10,4000;68,0000;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
10,926;-3,3757;1,1176;-0,9184;10,4000;68,0000;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
10,941;-3,3757;1,1176;-0,9184;10,4000;68,0000;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
10,962;-3,3757;1,1176;-0,9184;10,4000;68,0000;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
10,983;-3,3757;1,1176;-0,9184;10,4000;68,0000;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
11,002;-3,3757;1,1176;-0,9184;10,4000;68,0000;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
11,024;-3,3757;1,1176;-0,9184;10,4000;68,0000;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
11,040;-3,3757;1,1176;-0,9184;10,4000;68,0000;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
11,062;-3,3757;1,1176;-0,9184;10,4000;68,0000;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
11,082;-3,3757;1,1176;-0,9184;10,4000;68,0000;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
11,100;-3,3757;1,1176;-0,9184;10,4000;68,0000;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
11,122;-3,3592;1,1176;-0,9118;10,4000;68,0000;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
11,142;-3,3409;1,1176;-0,9044;10,4000;68,0000;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
11,165;-3,3221;1,1176;-0,8968;10,4000;68,0000;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
11,181;-3,3039;1,1176;-0,8895;10,4000;68,0000;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
11,201;-3,2851;1,1176;-0,8818;10,4000;68,0000;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
11,224;-3,2731;1,1176;-0,8770;10,4000;68,0000;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
11,241;-3,2731;1,1176;-0,8770;10,4000;68,0000;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
11,263;-3,2731;1,1176;-0,8770;10,4000;68,0000;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
11,282;-3,2731;1,1176;-0,8770;10,4000;68,0000;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
11,302;-3,2731;1,1176;-0,8770;10,4000;68,0000;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
11,322;-3,2731;1,1176;-0,8770;10,4000;68,0000;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
11,341;-3,2731;1,1176;-0,8770;10,4000;68,0000;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
11,361;-3,2731;1,1176;-0,8770;10,4000;68,0000;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
11,380;-3,2731;1,1176;-0,8770;10,4000;68,0000;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
11,403;-3,2731;1,1176;-0,8770;10,4000;68,0000;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
11,422;-3,2731;1,1176;-0,8770;10,4000;68,0000;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
11,441;-3,2731;1,1176;-0,8770;10,4000;68,0000;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
11,462;-3,2731;1,1176;-0,8770;10,4000;68,0000;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
11,482;-3,2731;1,1176;-0,8770;10,4000;68,0000;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
11,502;-3,2731;1,1176;-0,8770;10,4000;68,0000;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
11,523;-3,2731;1,1176;-0,8770;10,4000;68,0000;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
11,542;-3,2731;1,1176;-0,8770;10,4000;68,0000;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
