Timestamp;Head_X;Head_Y;Head_Z;Head_RotX;Head_RotY;Head_RotZ;Hand_X;Hand_Y;Hand_Z;Hand_RotX;Hand_RotY;Hand_RotZ
2,223;-0,0867;1,1176;-1,1749;0,4000;0,0000;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
2,242;-0,1063;1,1176;-1,1946;0,4000;0,0000;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
2,263;-0,1270;1,1176;-1,2152;0,4000;0,0000;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
2,284;-0,1477;1,1176;-1,2359;0,4000;0,0000;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
2,300;-0,1643;1,1176;-1,2526;0,4000;0,0000;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
2,324;-0,1865;1,1176;-1,2747;0,4000;0,0000;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
2,341;-0,2042;1,1176;-1,2925;0,4000;0,0000;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
2,362;-0,2254;1,1176;-1,3136;0,4000;0,0000;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
2,384;-0,2481;1,1176;-1,3363;0,4000;0,0000;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
2,404;-0,2678;1,1176;-1,3560;0,4000;0,0000;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
2,424;-0,2873;1,1176;-1,3756;0,4000;0,0000;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
2,443;-0,3068;1,1176;-1,3950;0,4000;0,0000;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
2,460;-0,3235;1,1176;-1,4117;0,4000;0,0000;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
2,483;-0,3473;1,1176;-1,4353;0,8000;1,4000;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
2,503;-0,3669;1,1176;-1,4536;1,4000;3,0000;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
2,523;-0,3878;1,1176;-1,4720;2,0000;4,2000;0,0000;0,0000;1,1176;0,0000;0,0000;0,0000;0,0000
